predicted_utilization,dynamic_tariff,baseline_tariff,revenue_dynamic,revenue_baseline,simulated_utilization
1.0,22.5,15.0,2753.97500025,1835.9833335,0.85
0.1999999999999996,10.5,15.0,36.75,52.5,0.2399999999999995
1.0,22.5,15.0,144.3750000075,96.250000005,0.85
0.4983333333333333,15.26,15.0,8.90166666158,8.749999995,0.4983333333333333
1.0,22.5,15.0,426.56249992499994,284.37499994999996,0.85
0.600000000000001,17.700000000000024,15.0,30.975000000000044,26.25,0.600000000000001
0.281222222222222,10.5,15.0,8.176875,11.68125,0.33746666666666636
1.0,22.5,15.0,52.4999999925,34.999999995,0.85
1.0,22.5,15.0,183.75000000749998,122.50000000499999,0.85
0.2781632442524888,10.5,15.0,36.75,52.5,0.3337958931029865
1.0,22.5,15.0,131.2499999925,87.499999995,0.85
1.0,22.5,15.0,157.5,105.0,0.85
0.2666666666666659,10.5,15.0,24.4999999965,34.999999995,0.31999999999999906
1.0,22.5,15.0,229.687499925,153.12499995000002,0.85
1.0,22.5,15.0,1575.0,1050.0,0.85
1.0,22.5,15.0,131.2499999925,87.499999995,0.85
1.0,22.5,15.0,558.206250075,372.13750004999997,0.85
1.0,22.5,15.0,7306.875,4871.25,0.85
0.0833333333333332,10.5,15.0,0.0,0.0,0.09999999999999984
1.0,22.5,15.0,7325.62499925,4883.7499995,0.85
1.0,22.5,15.0,825.000000075,550.0000000499999,0.85
1.0,22.5,15.0,74.7249999975,49.816666665,0.85
0.75,21.3,15.0,74.55,52.5,0.75
1.0,22.5,15.0,909.693749925,606.4624999499999,0.85
1.0,22.5,15.0,1444.687499925,963.1249999500001,0.85
0.3333333333333328,11.299999999999988,15.0,6.591666662899994,8.749999995,0.3333333333333328
1.0,22.5,15.0,426.118749975,284.07916665,0.85
0.3333333333333328,11.299999999999988,15.0,6.591666662899994,8.749999995,0.3333333333333328
1.0,22.5,15.0,209.99999999250002,139.999999995,0.85
0.1569607843137253,10.5,15.0,49.000000003500006,70.000000005,0.18835294117647033
1.0,22.5,15.0,72.18749999250001,48.124999995,0.85
1.0,22.5,15.0,798.75,532.5,0.85
0.4685891812865491,14.546140350877177,15.0,110.30823098930321,113.749999995,0.4685891812865491
0.3333333333333329,11.29999999999999,15.0,6.5916666628999945,8.749999995,0.3333333333333329
1.0,22.5,15.0,78.75,52.5,0.85
1.0,22.5,15.0,78.75,52.5,0.85
0.3342982456140347,11.323157894736834,15.0,52.84140351254628,70.000000005,0.3342982456140347
0.1666666666666665,10.5,15.0,6.1249999965,8.749999995,0.1999999999999998
1.0,22.5,15.0,2090.625000075,1393.75000005,0.85
1.0,22.5,15.0,505.31249992499994,336.87499994999996,0.85
1.0,22.5,15.0,753.75,502.5,0.85
1.0,22.5,15.0,105.0000000075,70.000000005,0.85
0.7508333333333335,21.320000000000004,15.0,87.05666665956001,61.249999994999996,0.7508333333333335
1.0,22.5,15.0,236.25,157.5,0.85
1.0,22.5,15.0,363.21250004999996,242.1416667,0.85
0.25,10.5,15.0,6.1249999965,8.749999995,0.3
1.0,22.5,15.0,1950.000000075,1300.00000005,0.85
1.0,22.5,15.0,945.0,630.0,0.85
0.25,10.5,15.0,18.375,26.25,0.3
